Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
R: Racing Evolution,XB,2003,Racing,Namco Bandai Games,0.06,0.02,0,0,67,29,,,Namco,T
Dynasty Warriors 6 (JP sales),PS2,2008,Action,Tecmo Koei,0,0,0.25,0,,,,,"",""
Karaoke Revolution Presents American Idol Encore,X360,2008,Misc,Konami Digital Entertainment,0.1,0,0,0.01,70,7,7,6,Blitz Games,E
SpongeBob SquarePants: Creature from the Krusty Krab,DS,2006,Platform,THQ,0.45,0,0,0.04,56,7,7.3,4,WayForward,E
Watashi no Relaxuma,DS,2007,Simulation,Rocket Company,0,0,0.04,0,,,,,"",""
Mario vs. Donkey Kong,GBA,2004,Puzzle,Nintendo,0.68,0.25,0.21,0.02,81,43,8,31,Nintendo,E
Naraku no Shiro,PS2,2008,Adventure,Nippon Ichi Software,0,0,0.01,0,,,,,"",""
Super Robot Taisen F,SAT,1997,Strategy,Banpresto,0,0,0.55,0,,,,,"",""
Rock Band Country Track Pack 2,X360,2011,Misc,MTV Games,0.04,0,0,0,,,,,Electronic Arts,E10+
SingStar Party,PS2,2004,Misc,Sony Computer Entertainment,0,1.04,0,0.31,,,,,"",""
MySims Party,DS,2009,Simulation,Electronic Arts,0.15,0.12,0,0.03,64,9,,,EA Games,E
Darksiders II,WiiU,2012,Action,THQ,0.07,0.07,0,0.01,85,36,8.2,153,Vigil Games,M
Skate it,Wii,2008,Sports,Electronic Arts,0.5,0.03,0,0.04,70,37,8.4,25,Electronic Arts,E
Satomi Hakkenden: Hachi Tamanoki,PSP,2014,Adventure,Quinrose,0,0,0.01,0,,,,,"",""
Dragon Ball: Raging Blast,PS3,2009,Fighting,Namco Bandai Games,0.37,0.19,0.11,0.1,57,26,7.2,58,Spike,T
The Amazing Spider-Man 2 (2014),3DS,2014,Action,Activision,0.03,0.03,0,0.01,,,,,"",""
Exhibition Volume 03,XB,2003,Misc,Microsoft Game Studios,0.07,0.02,0,0,,,,,"",""
Get Fit with Mel B,PS3,2010,Sports,Black Bean Games,0.15,0.16,0,0.07,73,4,5.8,4,Lightning Fish Games,E
Zero Escape: Zero Time Dilemma,PSV,2016,Adventure,Aksys Games,0.03,0,0.02,0.01,83,31,8.3,116,"Spike Chunsoft, Chime",M
Taiko Drum Master: Don and Katsu's Space-Time Great Adventure,3DS,2014,Action,Namco Bandai Games,0,0,0.31,0,,,,,"",""
NCIS,X360,2011,Adventure,Ubisoft,0.1,0.02,0,0.01,35,11,4.7,7,Ubisoft,T
Pony Friends 2,PC,2009,Simulation,Eidos Interactive,0,0.01,0,0,,,,,"",""
Lucha Libre AAA: Heroes del Ring,X360,2010,Fighting,Konami Digital Entertainment,0.05,0,0,0,49,11,6.3,12,Immersion Software & Graphics,T
UEFA Champions League 2006-2007,X360,2007,Sports,Electronic Arts,0.04,0.01,0,0,72,27,8.2,10,EA Canada,E
WRC 5: FIA World Rally Championship,PS4,2015,Sports,Bigben Interactive,0,0.05,0,0.01,,,,,"",""
DDRMAX2: Dance Dance Revolution,PS2,2003,Simulation,Konami Digital Entertainment,1.05,0.59,0,0.18,82,27,8.2,11,Konami,E
Dead Head Fred,PSP,2007,Action,D3Publisher,0.04,0,0,0,75,30,7.3,23,Vicious Cycle,M
Taiho Shichauzo!,PS,2001,Adventure,Pioneer LDC,0,0,0.05,0,,,,,"",""
Jackie Chan Adventures: Legend of the Dark Hand,GBA,2001,Action,Activision,0.13,0.05,0,0,,,,,"",""
Forza Motorsport 4,X360,2011,Racing,Microsoft Game Studios,2.08,1.97,0.06,0.46,91,83,8.2,617,Turn 10,E
Hot Wheels: Battle Force 5,DS,2009,Racing,Activision,0.12,0.02,0,0.01,,,,,Virtuos,E10+
BRAHMA Force: The Assault on Beltlogger 9,PS,1996,Shooter,JVC,0.02,0.01,0,0,,,,,"",""
Monster Hunter Frontier Online: Season 9.0,X360,2010,Role-Playing,Capcom,0,0,0.04,0,,,,,"",""
Tokyo Twilight Ghost Hunters,PS3,2014,Role-Playing,Aksys Games,0.03,0,0.02,0.01,64,11,6.4,17,TOYBOX,T
FIFA Street 2,PS2,2006,Sports,Electronic Arts,0.17,0.13,0.02,0.04,59,27,7.7,42,EA Canada,E
NBA 2K13,WiiU,2012,Sports,Take-Two Interactive,0.07,0.04,0,0.01,85,17,7,43,Visual Concepts,E
Spy Hunter,PS2,2001,Racing,Midway Games,1.13,0.32,0,0.22,84,28,7.8,13,Paradigm Entertainment,T
Rinne no Lagrange: Kamogawa Days,PS3,2012,Adventure,Namco Bandai Games,0,0,0.02,0,,,,,"",""
Fairy Fencer F: Advent Dark Force,PS4,2015,Role-Playing,Idea Factory International,0.02,0,0.05,0,71,21,6.2,34,Compile Heart,T
Riviera: The Promised Land,PSP,2006,Role-Playing,505 Games,0.07,0,0.02,0.01,68,11,7.7,17,Sting,T
Persona 4: Dancing All Night,PSV,2015,Misc,Nippon Ichi Software,0.09,0.04,0.15,0.04,76,51,8.6,83,"Atlus, Dingo Inc.",T
Dragon Ball Z: Tenkaichi Tag Team,PSP,2010,Fighting,Namco Bandai Games,0.11,0.03,0.09,0.03,63,22,8.6,20,Spike,T
NFL Head Coach 09,X360,2008,Sports,Electronic Arts,0.11,0,0,0.01,67,14,8.4,28,EA Tiburon,E
Rayman Legends,PS3,2013,Platform,Ubisoft,0.14,0.34,0,0.1,91,23,8.7,310,Ubisoft Montpellier,E10+
Disney Infinity 2.0: Marvel Super Heroes,XOne,2014,Action,Disney Interactive Studios,0.25,0.15,0,0.04,,,,,"",""
Nickelodeon Party Blast,GC,2002,Misc,Atari,0.19,0.05,0,0.01,,,,,Data Design Interactive,E
Mortal Kombat: Armageddon,Wii,2007,Fighting,Midway Games,0.19,0.02,0,0.02,71,29,8.4,33,JGI Entertainment,M
Whacked!,XB,2002,Misc,Microsoft Game Studios,0.07,0.02,0,0,,,,,"",""
Tom Clancy's Ghost Recon 2,PS2,2004,Shooter,Ubisoft,0.64,0.34,0,0.1,58,21,6,19,Ubisoft Shanghai/Paris,T
War Gods,PS,1996,Fighting,GT Interactive,0.01,0.01,0,0,,,,,"",""
SingStar Pop Vol.2,PS2,2008,Misc,Sony Computer Entertainment,0.09,0.07,0,0.02,,,,,"",""
Advance Wars: Dual Strike,DS,2005,Strategy,Nintendo,0.3,0.02,0.04,0.03,90,49,9,163,Intelligent Systems,E
Populous: The Beginning,PS,1998,Strategy,Electronic Arts,0.05,0.04,0,0.01,,,,,"",""
Command & Conquer 3: Kane's Wrath,PC,2008,Strategy,Electronic Arts,0,0.01,0,0,,,,,"",""
WWF Attitude,N64,1999,Fighting,Acclaim Entertainment,0.57,0.13,0,0.01,,,,,"",""
Chronicles of Mystery: Curse of the Ancient Temple,DS,2009,Adventure,City Interactive,0.07,0.1,0,0.02,57,7,,,City Interactive,E
SimEarth: The Living Planet,SNES,1991,Simulation,Imagineer,0,0,0.16,0,,,,,"",""
SpongeBob's Boating Bash,DS,2010,Misc,THQ,0.13,0,0,0.01,,,,,Firebrand Games,E
The Outfit,X360,2006,Action,THQ,0.21,0.02,0,0.02,70,52,7.5,48,Relic,M
Tao Feng: Fist of the Lotus,XB,2003,Fighting,Microsoft Game Studios,0.21,0.06,0,0.01,65,32,6.5,8,Studio Gigante,M
Pro Yaky? Spirits 2010,PS2,2010,Sports,Konami Digital Entertainment,0,0,0.1,0,,,,,"",""
Hannspree Ten Kate Honda: SBK Superbike World Championship,PSP,2007,Racing,Black Bean Games,0.03,0,0,0,,,,,Milestone S.r.l,E10+
Nicktoons: MLB,X360,2011,Sports,Take-Two Interactive,0.12,0,0,0.01,,,7.6,7,High Voltage Software,E
FIFA 14,PSP,2013,Sports,Electronic Arts,0,0.15,0,0.04,,,3.4,23,EA Canada,E
Ducati World Racing Challenge,PS,2001,Racing,Acclaim Entertainment,0.02,0.01,0,0,68,7,,,Attention To Detail,E
Rock Band Track Pack Volume 2,Wii,2008,Misc,MTV Games,0.2,0.01,0,0.02,,,,,"",""
Falcon 4.0: Allied Force,PC,2005,Simulation,Graphsim Entertainment,0,0.02,0,0,90,7,8.6,37,Lead Pursuit,T
Surf's Up,X360,2007,Sports,Ubisoft,0.09,0,0,0.01,61,15,6.1,9,Ubisoft,E10+
FIFA Street,PS3,2012,Sports,Electronic Arts,0.12,0.89,0,0.23,76,36,6.4,66,EA Sports,E
Wario Land 4,GBA,2001,Platform,Nintendo,0.9,0.73,0.54,0.09,88,17,8.9,42,Nintendo,E
Shin Megami Tensei IV: Final,3DS,2016,Role-Playing,Deep Silver,0.05,0,0.14,0.01,,,,,"",""
Higurashi no Nakukoru ni Kizuna: Dai-Ichi-Kan - Tatari,DS,2008,Adventure,Alchemist,0,0,0.07,0,,,,,"",""
Thrillville: Off the Rails,Wii,2007,Strategy,LucasArts,0.38,0.02,0,0.03,70,14,2.8,40,Frontier Developments,E10+
Saints Row: Gat out of Hell,XOne,2015,Action,Deep Silver,0,0.01,0,0,65,16,6,27,Volition Inc.,M
Divinity: Original Sin,PC,2014,Role-Playing,Focus Home Interactive,0,0.02,0,0,87,59,8.7,2089,Larian Studios,M
Grooverider: Slot Car Thunder,XB,2003,Racing,Encore,0.01,0,0,0,45,9,7.3,8,King of the Jungle,E
SingStar Dance,PS3,2010,Misc,Sony Computer Entertainment,0.09,0.31,0,0.11,65,21,3.9,8,SCEE London Studio,T
Tiger Woods PGA Tour 09,PSP,2008,Sports,Electronic Arts,0.07,0.18,0,0.1,53,4,5.5,6,Exient Entertainment,E
25 to Life,XB,2006,Shooter,Eidos Interactive,0.12,0.04,0,0.01,41,20,7.2,13,"Ritual Entertainment, Avalanche Software",M
Colin McRae Rally,PS,1998,Racing,Codemasters,0.09,2.43,0.12,0.22,,,,,"",""
The Adventures of Tintin: The Game,PS3,2011,Action,Ubisoft,0.06,0.15,0,0.05,59,27,5.7,13,Ubisoft Montpellier,E10+
NCAA Final Four 2004,PS2,2003,Sports,Sony Computer Entertainment,0.1,0.08,0,0.03,45,16,,,989 Sports,E
Jersey Devil,PS,1997,Platform,Ocean,0.13,0.09,0,0.01,,,,,"",""
Left Brain Right Brain 2,DS,2008,Misc,Majesco Entertainment,0.12,0,0,0.01,51,4,,,Kokolo Corporation,E
Two Worlds II,PC,2011,Role-Playing,Unknown,0.09,0.09,0,0.02,76,31,6.5,315,Reality Pump,M
Hitman: Blood Money,X360,2006,Action,Eidos Interactive,0.29,0.06,0.01,0.03,82,53,8.7,102,Io Interactive,M
Ebikore Photo Kano Kiss,PSV,2015,Action,Kadokawa Games,0,0,0.03,0,,,,,"",""
High Heat Major League Baseball 2003,PS2,2002,Sports,3DO,0.18,0.14,0,0.05,84,23,7.9,7,3DO,E
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,PSP,2010,Adventure,Yeti,0,0,0.03,0,,,,,"",""
Skylanders Imaginators,WiiU,2016,Platform,Activision,0.09,0.08,0,0.02,76,4,,,Toys for Bob,E10+
Daytona USA Championship Circuit Edition,SAT,1995,Racing,Sega,0,0,0.14,0,,,,,"",""
Cruis'n World,N64,1998,Racing,Nintendo,0.59,0.04,0,0.01,,,,,"",""
Saints Row IV,PC,2013,Action,Deep Silver,0.11,0.06,0,0.02,86,45,7.4,1543,Volition Inc.,M
SOCOM: Tactical Strike,PSP,2007,Shooter,Sony Computer Entertainment,0.32,0.01,0,0.03,,,,,"",""
Lightning Returns: Final Fantasy XIII,PS3,2013,Role-Playing,Square Enix,0.31,0.2,0.45,0.11,66,62,5.9,552,Square Enix,T
Norn + Nonette: Last Era,PSV,2015,Action,Idea Factory,0,0,0.01,0,,,,,"",""
Pro Evolution Soccer 2008,PS3,2007,Sports,Konami Digital Entertainment,0.04,1.1,0.32,0.13,74,19,6.1,47,Konami,E
htoL#NiQ: The Firefly Diary,PSV,2014,Platform,Nippon Ichi Software,0,0,0.01,0,58,16,7.7,23,Nippon Ichi Software,T
The Scorpion King: Sword of Osiris,GBA,2002,Action,Vivendi Games,0.13,0.05,0,0,72,14,,,WayForward,E
Let's Play Ballerina,Wii,2010,Sports,Deep Silver,0.02,0,0,0,,,,,ZigZagIsland,E
Gintama Gin-Oh Quest: Gin-San ga Tenshoku Shitari Sekai wo Sukuttari,DS,2007,Role-Playing,Banpresto,0,0,0.08,0,,,,,"",""
Go Play: Circus Star,Wii,2009,Action,Majesco Entertainment,0.12,0,0,0.01,,,,,N-Fusion Interactive Entertainment Corp.,E10+
Hail to the Chimp,X360,2008,Misc,Gamecock,0.05,0,0,0,52,23,6.1,7,Wideload Games Inc.,T
Exstetra,PSV,2013,Role-Playing,FuRyu,0,0,0.03,0,,,,,"",""
Zoids Dash,DS,2006,Role-Playing,Tomy Corporation,0,0,0.02,0,,,,,"",""
Sengoku Cyber: Fujimaru Jigokuhen,PS,1995,Strategy,Sony Computer Entertainment,0,0,0.11,0.01,,,,,"",""
Heart no Kuni no Alice: Wonderful Twin World,PSP,2014,Adventure,Quinrose,0,0,0.01,0,,,,,"",""
Thief (2014),PS4,2014,Action,Square Enix,0.28,0.38,0.03,0.13,,,,,"",""
Ninja Reflex,DS,2008,Action,Electronic Arts,0.09,0,0,0.01,54,13,,,Sanzaru Games,E10+
Touch Detective (JP sales),DS,2006,Adventure,505 Games,0,0,0.02,0,,,,,"",""
World Tour Soccer,PSP,2005,Sports,Sony Computer Entertainment,0.1,0.63,0,0.34,70,31,5.6,5,SCEE,E
Taz Wanted,GC,2002,Platform,Atari,0.06,0.02,0,0,61,5,7,5,Blitz Games,E
MotoGP 10/11,PS3,2011,Racing,Capcom,0.04,0.1,0,0.03,68,32,6.1,23,Monumental Games,E
Unou no Tatsujin: Soukai! Machigai Museum 2,DS,2007,Misc,Namco Bandai Games,0,0,0.09,0,,,,,"",""
Fireblade,PS2,2002,Action,Midway Games,0.09,0.07,0,0.02,,,,,"",""
NHL Breakaway 98,PS,1996,Sports,Acclaim Entertainment,0.08,0.05,0,0.01,,,,,"",""
Shin Megami Tensei: Persona 3 FES,PS2,2007,Role-Playing,Tecmo Koei,0.22,0.2,0.16,0.05,89,25,8.3,296,Atlus Co.,M
Tom Clancy's Splinter Cell Trilogy,PS3,2011,Action,Ubisoft,0,0.09,0,0.02,,,,,"",""
Indianapolis 500 Legends,Wii,2007,Racing,Destineer,0.12,0,0,0.01,47,10,6.7,7,Torus Games,E
MLB 10: The Show,PS3,2010,Sports,Sony Computer Entertainment,0.66,0,0,0.06,91,33,8.3,107,SCEA,E
Pirates: Hunt For Blackbeard's Booty,Wii,2008,Adventure,Activision,0.08,0.08,0,0.02,,,,,Activision,E
Family Fest presents: Movie Games,Wii,2008,Action,Ubisoft,0.2,0.01,0,0.02,,,,,Phoenix Entertainment,E10+
Skylanders Imaginators,XOne,2016,Platform,Activision,0.05,0.04,0,0.01,78,14,6,8,Toys for Bob,E10+
Disney Infinity,WiiU,2013,Action,Disney Interactive Studios,0.33,0.22,0,0.05,71,10,7.6,58,Avalanche Software,E10+
Wild ARMs 5 (jp sales),PS2,2006,Role-Playing,505 Games,0,0,0.12,0,,,,,"",""
Dragon Ball Heroes: Ultimate Mission 2,3DS,2014,Strategy,Namco Bandai Games,0,0,0.32,0,,,,,"",""
Kirby Squeak Squad,DS,2006,Platform,Nintendo,0.78,0.02,1.05,0.08,71,29,8.1,41,"Flagship, HAL Labs",E
NFL 2K2,PS2,2001,Sports,Sega,0.44,0.34,0,0.11,85,16,7.5,6,Visual Concepts,E
Green Day: Rock Band,X360,2010,Misc,MTV Games,0.24,0.13,0,0.04,75,54,6.6,32,"Harmonix Music Systems, Demiurge Studios",T
Jikkyou J-League Perfect Striker,N64,1996,Sports,Konami Digital Entertainment,0,0,0.19,0,,,,,"",""
Transformers: Prime,Wii,2012,Action,Activision,0,0.01,0,0,,,,,"",""
NCAA Football 10,X360,2009,Sports,Electronic Arts,0.87,0,0,0.07,83,26,6.7,37,EA Tiburon,E
Persona 2: Eternal Punishment,PSP,2012,Role-Playing,Atlus,0,0,0.05,0,,,,,"",""
Gladius,XB,2003,Strategy,Activision,0.1,0.03,0,0,79,31,8.5,22,LucasArts,T
Fushigi no Dungeon: Fuurai no Shiren GB: Tsukikagemura no Kaibutsu,GB,1996,Role-Playing,ChunSoft,0,0,0.27,0,,,,,"",""
F1 2011,PC,2011,Racing,Codemasters,0,0.15,0,0.04,83,10,7.2,83,Codemasters,E
Gegege no Kitarou: Youkai Daigekisen,DS,2008,Action,Namco Bandai Games,0,0,0.06,0,,,,,"",""
SWAT: Global Strike Team,XB,2003,Shooter,Vivendi Games,0.13,0.04,0,0.01,69,22,6.3,7,Argonaut Games,M
FIFA Street,PS2,2005,Sports,Electronic Arts,0.15,0.12,0,0.04,59,29,7.9,52,EA Canada,E
World of Goo,PC,2008,Puzzle,2D Boy,0,0.03,0,0.01,90,26,8.5,607,2D Boy,E
Capcom Digital Collection,X360,2012,Action,Capcom,0.02,0.01,0,0,65,11,5.3,4,Capcom,T
NightCaster,XB,2002,Action,Microsoft Game Studios,0.1,0.03,0,0,61,27,5.7,7,Jaleco Entertainment,T
Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen,DS,2010,Simulation,Square Enix,0,0,0.02,0,,,,,"",""
Mountain King,2600,1982,Action,CBS Electronics,0.29,0.02,0,0,,,,,"",""
MotoGP 09/10,X360,2010,Racing,Capcom,0.07,0.09,0,0.02,69,41,5.7,41,Monumental Games,E
Jack Keane,PC,2008,Adventure,Kalypso Media,0,0.02,0,0,69,25,7,21,Legacy Interactive,T
Major League Baseball 2K8,PSP,,Sports,Unknown,0.03,0,0,0,63,5,,,Kush Games,E
Silent Hill: Downpour,X360,2012,Action,Konami Digital Entertainment,0.22,0.08,0,0.02,68,38,7.3,269,Konami,M
Madden NFL 11,X360,2010,Sports,Electronic Arts,2.38,0.12,0,0.18,84,47,5.7,120,EA Tiburon,E
The Godfather (JP sales),PS2,2006,Action,Electronic Arts,0.39,0.02,0,0.06,,,,,"",""
Madden NFL 13,WiiU,2012,Sports,Electronic Arts,0.21,0,0,0.02,75,9,6.7,30,EA Tiburon,E
Samurai Shodown,NG,1993,Fighting,SNK,0,0,0.07,0,,,,,"",""
Gintama DS: Yorozuya Daisoudou,DS,2006,Action,Namco Bandai Games,0,0,0.07,0,,,,,"",""
Lego Batman 3: Beyond Gotham,PSV,2014,Action,Warner Bros. Interactive Entertainment,0.05,0.19,0,0.07,,,7.7,12,TT Games,E10+
Dance Dance Revolution: Hottest Party 3,Wii,2009,Simulation,Konami Digital Entertainment,0.26,0.14,0,0.04,66,5,8.2,5,Konami,E10+
Ultimate Party Challenge,Wii,2009,Misc,Konami Digital Entertainment,0.07,0,0,0.01,,,,,Konami,E
PDC World Championship Darts: Pro Tour,X360,2010,Sports,O-Games,0,0.02,0,0,,,,,"",""
Maximo: Ghosts to Glory,PS2,2001,Platform,Capcom,0.38,0.29,0,0.1,84,33,8.7,16,Capcom,T
Fox Sports Golf '99,PS,1997,Sports,Gremlin Interactive Ltd,0.08,0.05,0,0.01,,,,,"",""
Marvel: Ultimate Alliance,PS2,2006,Role-Playing,Activision,0.69,0.03,0,0.11,81,29,8.2,33,Raven Software,T
MLB 07: The Show,PS2,2007,Sports,Sony Computer Entertainment,0.77,0.03,0,0.13,83,25,8.6,19,SCEA,E
Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu,DS,2008,Misc,Square Enix,0,0,0.02,0,,,,,"",""
Meitantei Conan & Kindaichi Shounen no Jikenbou: Meguri au Futari no Meitantei,DS,2009,Adventure,Namco Bandai Games,0,0,0.08,0,,,,,"",""
Stuntman,PS2,2002,Racing,Atari,0.76,0.59,0,0.2,71,37,5.7,36,Reflections Interactive,T
Sonic Adventure,DC,1998,Platform,Sega,1.26,0.61,0.46,0.08,,,,,"",""
The SpongeBob SquarePants Movie,PS2,2004,Platform,THQ,1.06,0.54,0,0.16,75,5,9,54,Heavy Iron Studios,E
Nippon no Asoko de,PSP,2008,Misc,Sony Computer Entertainment,0,0,0.03,0,,,,,"",""
L.G.S: Shinsetsu Houshinengi,PSP,2012,Action,Idea Factory,0,0,0.02,0,,,,,"",""
Driver 2 Advance,GBA,2002,Action,Atari,0.25,0.09,0,0.01,73,9,6.6,14,Sennari Interactive,T
Robin Hood: Defender of the Crown,XB,2003,Strategy,Capcom,0.02,0.01,0,0,57,13,,,Atomic Planet Entertainment,T
Kuryuu Youma Gakuenki Recharge,PS2,2006,Adventure,Atlus,0,0,0.03,0,,,,,"",""
The Game of Life / Yahtzee / Payday,GBA,2005,Misc,Zoo Digital Publishing,0.13,0.05,0,0,,,,,"",""
The Lord of the Rings: The Return of the King,GBA,2003,Action,Electronic Arts,0.4,0.15,0,0.01,77,13,8.2,11,Griptonite Games,T
Major League Baseball 2K11,X360,2011,Sports,Take-Two Interactive,0.4,0.03,0,0.03,69,27,6.8,24,Visual Concepts,E
Hunter: The Reckoning  Wayward,PS2,2003,Action,Interplay,0.21,0.16,0,0.06,68,27,8.8,16,High Voltage Software,M
Aero Elite: Combat Academy,PS2,2002,Simulation,Sega,0.04,0.03,0,0.01,64,18,7,8,Sega AM2,E
RollerCoaster Tycoon 3,PC,2004,Strategy,Atari,0.01,0.22,0,0.04,81,39,5,346,Frontier Developments,E
Elf Bowling 1 & 2,GBA,2005,Sports,Ignition Entertainment,0.02,0.01,0,0,,,,,"",""
Street Fighter EX2 Plus,PS,1998,Fighting,Virgin Interactive,0.13,0.09,0,0.02,,,,,"",""
Batman Forever: The Arcade Game,PS,1996,Action,Acclaim Entertainment,0.02,0.01,0,0,,,,,"",""
World Tour Soccer 2006,PS2,2004,Sports,Sony Computer Entertainment,0.08,0.06,0,0.02,56,20,6,7,SCEE London Studio,E
Hands On! Tangrams,DS,2009,Puzzle,Storm City Games,0.02,0,0,0,,,,,"",""
Muppet RaceMania,PS,1999,Racing,Sony Computer Entertainment,0.09,0.06,0,0.01,,,,,"",""
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,PS2,2006,Misc,Daito,0,0,0.11,0,,,,,"",""
LEGO Batman 2: DC Super Heroes,PS3,2012,Action,Warner Bros. Interactive Entertainment,0.5,0.5,0,0.19,81,28,7.5,81,Traveller's Tales,E10+
New Tokyo Legacy: Operation Babel,PSV,2015,Role-Playing,5pb,0,0,0.03,0,,,,,"",""
One Piece Mansion,PS,2001,Action,Capcom,0.01,0.01,0,0,62,12,,,Capcom,E
Battlefield 3,PS3,2011,Shooter,Electronic Arts,2.85,2.89,0.35,1.08,85,38,7.5,1761,EA DICE,M
Star Soldier: Vanishing Earth,N64,1998,Shooter,Hudson Entertainment,0.05,0.01,0,0,,,,,"",""
Jake Power: Policeman,DS,2008,Adventure,Ubisoft,0.05,0,0,0,,,,,Ubisoft,E
Macross Ultimate Frontier,PSP,2009,Action,Namco Bandai Games,0,0,0.17,0,,,,,"",""
Minecraft: Story Mode,XOne,2015,Adventure,Mojang,0.3,0.21,0,0.05,,,,,"",""
True Crime: Streets of LA,XB,2003,Action,Activision,0.96,0.37,0,0.05,77,39,7.8,28,"Luxoflux, Inc.",M
Ace Combat 5: The Unsung War,PS2,2004,Simulation,Sony Computer Entertainment Europe,0.88,0.34,0.32,0.18,84,57,9.1,81,Namco,T
Dead Rising 2,XOne,2016,Action,Capcom,0.01,0,0,0,,,,,Blue Castle Games,M
NCAA Football 14,PS3,2013,Sports,Electronic Arts,0.75,0,0,0.09,77,9,6.2,40,EA Tiburon,E
Call of Duty: Modern Warfare 3,PC,2011,Shooter,Activision,0.41,0.98,0,0.32,78,26,2.5,5664,"Infinity Ward, Sledgehammer Games",M
Fuel,PS3,2009,Racing,Codemasters,0.08,0.11,0,0.04,67,44,7.4,36,Asobo Studio,E
Pro Evolution Soccer 2008,X360,2007,Sports,Konami Digital Entertainment,0.08,0.9,0.04,0.05,76,29,7.8,36,Konami,E
Battlefield: Hardline,PS4,2015,Shooter,Electronic Arts,0.71,0.94,0.14,0.32,73,46,5,845,Visceral Games,M
All-Star Baseball 2005,XB,,Sports,Unknown,0.11,0.03,0,0.01,75,31,8.8,12,Acclaim,E
Samba De Amigo,Wii,2008,Misc,Sega,0.41,0.37,0.01,0.09,68,43,8.1,40,Gearbox Software,E
Sudoku Mania,DS,2006,Puzzle,Zoo Digital Publishing,0.09,0,0,0.01,25,4,3.5,4,FrontLine Studios,E
Far Cry: Primal,PC,2016,Action,Ubisoft,0.04,0.11,0,0.01,74,18,4.8,368,Ubisoft Montreal,M
Dollar Dash,PS2,2005,Action,Take-Two Interactive,1.3,0.23,0,0.07,,,,,"",""
Medal of Honor: Vanguard,Wii,2007,Shooter,Electronic Arts,0.06,0.03,0,0.01,56,29,7,24,BudCat,T
Chou!! Super Nep League DS,DS,2008,Sports,Jaleco,0,0,0.02,0,,,,,"",""
Mass Effect 2,PC,2010,Role-Playing,Electronic Arts,0.01,0.32,0,0.06,94,55,8.8,3559,BioWare,M
Splat Renegade Paintball,XB,2005,Sports,Take-Two Interactive,0.04,0.01,0,0,44,14,,,Cat Daddy Games,T
R-Types,PS,1998,Shooter,Virgin Interactive,0.04,0.02,0,0,,,,,"",""
AMF Bowling 2004,XB,2003,Sports,Mud Duck Productions,0.22,0.06,0,0.01,48,6,4.4,8,"",""
Bigfoot: Collision Course,DS,2009,Racing,Zoo Digital Publishing,0.14,0,0,0.01,26,4,,,Destination Software,E
Project CARS,PS4,2015,Racing,Slightly Mad Studios,0.2,0.7,0.02,0.16,83,37,6.6,363,Slightly Mad Studios,E
Jyuzaengi: Engetsu Sangokuden,PSP,2012,Action,Idea Factory,0,0,0.03,0,,,,,"",""
Winter Heat,SAT,1996,Sports,Sega,0,0,0.11,0,,,,,"",""
Gran Turismo 3: A-Spec,PS2,2001,Racing,Sony Computer Entertainment,6.85,5.09,1.87,1.16,95,54,8.4,314,Polyphony Digital,E
Call of Duty: Black Ops II,PC,2012,Shooter,Activision,0.64,0.69,0,0.19,74,11,4.2,1635,Treyarch,M
Konjiki no Gashbell!! Makai no Bookmark,GBA,2004,Adventure,Banpresto,0,0,0.25,0.01,,,,,"",""
Carmageddon 64,N64,1999,Action,Virgin Interactive,0.01,0,0,0,,,,,"",""
My Dress-Up,DS,2008,Misc,Oxygen Interactive,0.06,0.01,0,0.01,,,,,Oxygen Interactive,E10+
X2: Wolverine's Revenge,XB,2003,Platform,Activision,0.15,0.04,0,0.01,58,27,6.4,9,GenePool,T
Karnaaj Rally,GBA,2003,Racing,Jaleco,0.01,0,0,0,81,9,9.5,4,"Infinite Dreams, Paragon 5",E
Plants vs. Zombies: Garden Warfare 2,PC,2016,Shooter,Electronic Arts,0,0.04,0,0,82,6,7.5,44,PopCap,E10+
GoGo's Crazy Bones,DS,2012,Action,GameMill Entertainment,0,0.01,0,0,,,,,Black Lantern Studios,E
Railroad Tycoon II,PS,1999,Strategy,PopTop Software,0.06,0.04,0,0.01,,,,,"",""
Galidor: Defenders of the Outer Dimension,GBA,2002,Action,Electronic Arts,0.09,0.03,0,0,53,5,,,Tiertex Design Studios,E
Call of Duty: Ghosts,PS4,2013,Shooter,Activision,1.78,1.43,0.05,0.57,78,49,3.7,1564,Infinity Ward,M
Guitar Hero: Aerosmith,PS3,2008,Misc,Activision,0.73,0.15,0,0.11,70,39,5,26,Neversoft Entertainment,T
Robo Pit,PS,1995,Fighting,Kokopeli Digital Studios,0.02,0.01,0,0,,,,,"",""
Yars' Revenge,2600,1982,Shooter,Atari,0.73,0.04,0,0.01,,,,,"",""
Rayman Raving Rabbids,DS,2007,Misc,Ubisoft,0.13,0.01,0,0.01,56,13,6.1,8,Ubisoft Bulgaria,E
